公司代號,年度,公司簡稱,產業類別,今年ROA,去年ROA,營業現金流,稅後淨利,今年非流動負債,去年非流動負債,今年流動比率,去年流動比率,今年毛利率,去年毛利率,今年資產周轉率,去年資產周轉率,皮氏分數
9933,2019,中鼎,其他,1.87,2.67,889414321.76,1974220.0,13963042.0,4451088.0,135.9,109.95,0.061,0.132,0.8,0.87,4
9934,2019,成霖,其他,3.14,5.04,83338329.33,837616.0,4964677.0,1612835.0,180.54,190.9,0.279,0.461,1.19,1.37,3
9935,2019,慶豐富,其他,5.81,6.36,55082933.919999994,439371.0,2383823.0,923840.0,213.31,146.45,0.191,0.249,0.99,0.99,4
9937,2019,全國,油電燃氣業,6.62,7.85,137145847.98,1168069.0,2985291.0,93066.0,27.77,24.99,0.11,0.171,1.97,2.42,4
9938,2019,百和,其他,7.06,6.94,177309059.76000002,2637922.0,5908680.0,5754736.0,118.72,131.93,0.351,0.493,0.55,0.51,5
9939,2019,宏全,其他,5.67,4.68,415714583.64,2418356.0,9469956.0,9107003.0,133.28,144.43,0.197,0.278,0.68,0.68,4
9940,2019,信義,其他,4.45,5.68,582224318.3000001,2264085.0,15816690.0,10477414.0,425.83,307.33,0.317,0.441,0.39,0.46,4
9941,2019,裕融,其他,2.84,2.98,0.0,4853093.0,3815651.0,2790879.0,100.76,101.23,0.463,0.618,0.14,0.14,1
9942,2019,茂順,其他,10.08,11.07,52960658.400000006,645779.0,642343.0,490982.0,369.85,444.47,0.343,0.618,0.74,0.81,3
9943,2019,好樂迪,觀光事業,14.96,18.75,93507500.37,1435388.0,1119722.0,175310.0,201.2,267.41,0.577,0.95,0.54,0.63,3
9944,2019,新麗,其他,-0.29,0.68,30376844.400000002,86754.0,670104.0,87903.0,150.76,121.3,0.246,0.387,0.56,0.64,3
9945,2019,潤泰新,其他,8.54,11.28,309440559.6,19018859.0,44409087.0,37628148.0,185.99,260.34,0.219,0.377,0.15,0.16,3
9946,2019,三發地產,建材營造,14.45,3.93,382085021.23999995,2722056.0,2200328.0,1995914.0,415.55,256.44,0.413,0.139,0.44,0.14,7
9955,2019,佳龍,其他,0.75,-7.75,21748880.099999998,67228.0,525151.0,597715.0,129.49,126.5,0.048,-0.051,0.56,0.64,7
9958,2019,世紀鋼,鋼鐵工業,6.94,0.69,-12509207.719999999,590461.0,3182684.0,3939901.0,170.11,422.22,0.125,0.221,0.22,0.2,4
1240,2019,茂生農經,農業科技,8.38,6.47,6410969.74,211301.0,105845.0,27291.0,166.53,226.64,0.16,0.157,1.09,0.93,6
1258,2019,其祥-KY,食品工業,-4.29,-4.77,-6728760.42,-161922.0,1279503.0,1247788.0,93.69,110.86,0.123,0.2,1.09,1.1,1
1259,2019,安心,觀光事業,4.33,4.09,78492991.32000001,219085.0,1191679.0,25260.0,156.51,207.57,0.258,0.404,1.45,1.77,4
1264,2019,德麥,食品工業,16.88,16.73,64142139.69,828006.0,81648.0,51848.0,455.07,489.91,0.37,0.616,1.2,1.24,4
1268,2019,漢來美食,觀光事業,8.35,7.84,66042657.72,468066.0,1176753.0,82917.0,141.45,136.06,0.447,0.68,1.1,1.19,5
1336,2019,台翰,電子零組件業,3.46,4.76,38640388.82,82431.0,10442.0,20574.0,147.62,135.43,0.136,0.297,1.0,1.11,5
1565,2019,精華,生技醫療業,15.15,19.37,137326257.64,2062969.0,941087.0,878954.0,233.2,216.37,0.341,0.641,0.75,0.76,4
1569,2019,濱川,電腦及週邊設備業,2.77,1.75,68425788.24000001,89342.0,1189842.0,893467.0,126.44,120.66,0.178,0.262,0.67,0.58,6
1570,2019,力肯,電機機械,8.14,9.36,4947546.76,91941.0,10108.0,7175.0,490.11,449.89,0.251,0.472,0.69,0.71,4
1580,2019,新麥,電機機械,15.95,15.05,74198139.64,639378.0,194073.0,179822.0,231.91,236.68,0.41,0.716,1.27,1.31,4
1584,2019,精剛,其他,-2.02,-2.34,6322492.8,-70473.0,736643.0,485372.0,141.03,96.04,0.008,0.011,0.41,0.25,5
1586,2019,和勤,電機機械,1.36,4.21,47386284.660000004,-33726.0,726358.0,154441.0,115.29,124.16,0.119,0.396,0.62,0.81,3
1591,2019,駿吉-KY,電機機械,2.11,8.24,11792718.25,50261.0,27111.0,38810.0,117.18,135.78,0.129,0.264,0.89,1.24,4
1593,2019,祺驊,生技醫療業,11.21,11.28,12134255.209999999,163657.0,6514.0,7192.0,409.87,402.55,0.302,0.469,0.76,0.75,6
1595,2019,川寶,電子零組件業,2.83,5.43,9057024.530000001,127466.0,287302.0,322169.0,247.2,279.61,0.283,0.585,0.47,0.47,4
1599,2019,宏佳騰,電機機械,6.63,10.04,-2922315.72,259364.0,40618.0,33059.0,266.23,218.4,0.237,0.398,1.13,1.13,2
1742,2019,台蠟,化學工業,4.54,-9.81,-33242112.24,92833.0,95028.0,42015.0,201.74,130.05,0.265,-0.152,0.88,0.43,5
1752,2019,南光,生技醫療業,6.97,3.3,38620177.4,249286.0,114669.0,152744.0,140.38,122.27,0.322,0.53,0.56,0.48,7
1777,2019,生泰,生技醫療業,8.89,9.33,23270956.720000003,240585.0,85908.0,36694.0,177.09,161.42,0.324,0.489,0.51,0.46,5
1781,2019,合世,生技醫療業,-12.55,-6.32,961517.7999999999,-113901.0,51310.0,2205.0,117.22,147.83,0.098,0.208,0.72,1.06,2
1784,2019,訊聯,生技醫療業,1.2,2.07,267028.5,56271.0,254599.0,254944.0,394.59,419.6,0.557,0.945,0.44,0.43,5
1785,2019,光洋科,其他電子業,6.41,3.41,47265360.45,880681.0,998416.0,1664715.0,104.6,88.09,0.132,0.177,1.07,1.07,6
1788,2019,杏昌,生技醫療業,7.71,8.79,25668735.88,359245.0,935523.0,34105.0,222.93,160.16,0.229,0.353,0.97,1.11,4
1796,2019,金穎生技,食品工業,-2.57,2.15,963721.56,-34244.0,483470.0,52514.0,467.4,321.3,0.272,0.608,0.42,0.67,3
1799,2019,易威,生技醫療業,-25.72,-27.03,-14878822.25,-424650.0,314524.0,3489.0,200.79,179.51,0.119,0.213,0.33,0.35,2
1813,2019,寶利徠,生技醫療業,3.57,3.63,5847214.2,104596.0,29834.0,19837.0,203.31,338.57,0.227,0.197,0.43,0.4,5
1815,2019,富喬,電子零組件業,0.22,3.56,8614756.799999999,49545.0,6608949.0,5202864.0,243.19,198.8,0.198,0.489,0.3,0.36,4
2035,2019,唐榮公司,鋼鐵工業,0.48,-7.08,0.0,643767.0,10290215.0,9604991.0,117.47,101.84,-0.029,-0.09,0.66,0.78,4
2061,2019,風青,電器電纜,-0.71,-1.02,15192904.320000002,-7592.0,28115.0,14625.0,331.08,200.75,0.048,0.103,1.01,1.19,4
2063,2019,世鎧,鋼鐵工業,9.85,11.36,20037773.44,241039.0,423748.0,168257.0,221.6,139.38,0.311,0.521,0.69,0.72,4
2064,2019,晉椿,鋼鐵工業,-1.24,3.0,41613221.92,-36092.0,255763.0,300740.0,0.99,1.08,0.029,0.17,0.69,0.8,3
2065,2019,世豐,鋼鐵工業,8.37,6.63,17800533.540000003,230949.0,452780.0,45975.0,186.19,183.99,0.196,0.203,1.07,0.97,6
2066,2019,世德,電機機械,5.77,4.88,10244079.139999999,349232.0,577262.0,254144.0,161.92,143.6,0.265,0.275,0.82,0.78,6
2067,2019,嘉鋼,電機機械,-3.25,5.69,111999.91,-43811.0,291867.0,210626.0,85.57,118.04,0.152,0.457,0.61,1.01,2
2070,2019,精湛,電機機械,1.75,5.59,8120614.249999999,69937.0,320489.0,152126.0,212.13,212.6,0.433,0.836,0.38,0.55,3
2221,2019,大甲,其他,8.22,11.42,30698505.33,204888.0,270174.0,235501.0,249.03,240.73,0.238,0.42,0.83,0.78,5
2230,2019,泰茂,電機機械,0.69,1.64,4484826.76,7603.0,35394.0,49816.0,143.05,142.94,0.156,0.298,0.62,0.57,6
2235,2019,謚源,電機機械,6.78,6.71,15674053.84,202580.0,99779.0,9818.0,164.76,195.52,0.272,0.348,0.48,0.48,4
2596,2019,綠意,建材營造,1.45,14.08,-52516858.5,-106516.0,0.0,0.0,366.38,1315.07,0.698,304.605,0.12,0.42,1
2640,2019,大車隊,其他,11.25,9.78,71326115.0,375538.0,277137.0,295726.0,137.12,110.07,0.491,0.748,0.78,0.77,7
2641,2019,正德,航運業,3.59,3.97,31628242.71,109110.0,1645466.0,2195708.0,10.17,38.59,0.258,0.411,0.18,0.18,4
2643,2019,捷迅,航運業,9.92,6.66,16161763.190000001,123184.0,130163.0,80136.0,199.03,234.53,0.112,0.158,2.52,2.43,5
2718,2019,晶悅,觀光事業,0.06,-0.86,-2798545.92,-36.0,115291.0,115511.0,165.18,117.93,0.113,0.05,0.13,0.19,5
2719,2019,燦星旅,觀光事業,-23.17,-16.36,-16018279.139999999,-125764.0,20157.0,619.0,108.93,126.61,0.148,0.246,3.79,3.44,1
2724,2019,富驛-KY,觀光事業,1.07,0.58,16514604.040000001,-76132.0,661387.0,531268.0,22.3,65.4,0.158,0.067,0.43,0.6,5
2726,2019,雅茗-KY,觀光事業,8.69,6.74,39237617.24,225861.0,368490.0,203433.0,157.86,214.12,0.522,0.844,1.39,1.5,4
2729,2019,瓦城,觀光事業,9.02,14.26,106594773.31,619192.0,2714410.0,42636.0,177.49,189.26,0.537,0.778,1.16,1.73,3
2732,2019,六角,觀光事業,13.23,8.04,109655545.97999999,626619.0,836108.0,114826.0,161.27,115.45,0.472,0.617,1.46,1.58,5
2734,2019,易飛網,觀光事業,-7.87,-12.62,-2749655.04,-35459.0,61153.0,80826.0,155.25,175.82,0.196,0.294,1.72,1.43,3
2736,2019,高野,觀光事業,0.59,-0.98,15322232.8,-24843.0,945737.0,606494.0,113.94,119.86,0.484,0.692,0.29,0.17,5
2740,2019,天蔥,觀光事業,-39.16,-26.55,-3785853.6,-135528.0,82436.0,60239.0,176.49,228.03,0.332,1.654,0.91,1.2,0
2743,2019,山富,觀光事業,4.21,2.69,12015765.21,96017.0,23037.0,895.0,120.5,122.15,0.084,0.087,3.69,4.22,4
2745,2019,五福,觀光事業,1.68,0.76,22128754.32,121945.0,47746.0,1808.0,136.11,136.38,0.107,0.174,3.93,4.26,4
2752,2019,豆府,觀光事業,5.88,22.92,25356203.24,184083.0,107637.0,1710.0,360.5,325.05,0.54,0.448,1.63,2.2,5
2754,2019,亞洲藏壽司,觀光事業,7.63,16.86,36518314.39,161217.0,683311.0,89827.0,105.26,89.58,0.431,0.262,1.53,2.24,5
2755,2019,揚秦,觀光事業,7.22,6.63,8878131.299999999,30557.0,369613.0,203074.0,99.63,72.58,0.33,0.473,1.41,1.35,6
2916,2019,滿心,貿易百貨,6.2,6.9,9274343.2,102619.0,41765.0,57011.0,291.43,317.33,0.46,0.771,1.08,1.07,5
2924,2019,東凌-KY,貿易百貨,-10.83,-12.99,-583514.06,-137826.0,30662.0,31878.0,138.76,173.8,0.581,1.278,0.77,0.73,3
2926,2019,誠品生活,文化創意業,2.48,6.49,171520511.25,377601.0,10545670.0,841063.0,71.41,104.65,0.469,0.636,0.31,0.84,3
2928,2019,紅馬-KY,觀光事業,6.73,-24.9,30792797.31,92301.0,501652.0,262413.0,111.99,97.59,0.434,0.691,2.18,2.07,6
2937,2019,集雅社,貿易百貨,5.19,3.52,9887545.8,90667.0,30119.0,13206.0,147.4,142.54,0.248,0.365,1.68,1.46,6
3064,2019,泰偉,文化創意業,-65.76,-25.55,-21012061.799999997,-420043.0,51317.0,194978.0,45.0,208.43,0.767,0.279,0.3,0.25,3
3066,2019,李洲,光電業,1.99,0.45,6533406.0,10090.0,153380.0,137627.0,71.62,70.0,0.198,0.334,0.33,0.32,6
3067,2019,全域,其他電子業,-8.74,-10.58,3534743.1,-56226.0,529.0,6543.0,440.0,364.06,0.107,0.754,0.55,0.87,5
3071,2019,協禧,電腦及週邊設備業,7.76,7.61,29249434.62,287267.0,131533.0,88446.0,164.23,186.69,0.285,0.474,0.82,0.94,4
3073,2019,天方能源,半導體業,-12.98,-6.27,2279120.1300000004,-123073.0,434897.0,138290.0,96.92,156.25,0.309,-0.039,0.22,0.19,4
3078,2019,僑威,電子零組件業,8.0,8.88,66168804.68,699546.0,352902.0,274814.0,250.82,242.08,0.213,0.471,0.74,0.88,4
3081,2019,聯亞,通信網路業,9.78,16.4,90063997.36,628190.0,315771.0,3429.0,442.65,682.7,0.478,0.997,0.5,0.6,3
3083,2019,網龍,文化創意業,6.27,4.05,10606737.25,192699.0,23690.0,7302.0,628.85,477.52,0.836,0.924,0.5,0.48,6
3085,2019,新零售,電子商務,-37.03,-33.54,-4669967.46,-373398.0,23597.0,66842.0,26.94,66.16,0.25,1.623,0.75,0.88,1
3086,2019,華義,文化創意業,-3.47,-13.77,3681944.09,3110.0,64429.0,47360.0,153.64,136.45,0.512,0.208,0.39,0.19,6
3088,2019,艾訊,電腦及週邊設備業,11.37,10.49,10715210.399999999,791610.0,569723.0,180406.0,268.64,163.6,0.356,0.591,1.15,1.27,5
3089,2019,元炬,電子零組件業,-3.88,2.12,-1183542.51,-18480.0,41133.0,169609.0,2594.5,259.82,0.147,0.622,0.18,0.34,2
3092,2019,鴻碩,電子零組件業,8.72,12.3,42849836.22,427465.0,98521.0,94606.0,142.27,151.27,0.251,0.422,0.88,0.88,3
3093,2019,港建,其他電子業,7.01,5.33,11069429.2,121196.0,36831.0,30898.0,312.1,342.8,0.277,0.402,1.04,1.06,4
3095,2019,及成,通信網路業,1.97,3.22,5751176.04,64619.0,571290.0,549826.0,180.55,159.06,0.211,0.384,0.55,0.52,5
3105,2019,穩懋,半導體業,11.45,8.51,808452453.0,3636256.0,6310870.0,6026835.0,228.43,296.07,0.322,0.534,0.55,0.48,5
3114,2019,好德,電子零組件業,5.76,7.73,29527299.44,276724.0,11466.0,5769.0,152.42,141.3,0.113,0.153,1.48,1.6,4
3115,2019,寶島極,電子零組件業,-8.76,-10.17,2692679.92,-62752.0,10730.0,0.0,272.84,281.61,0.015,0.073,0.96,1.29,3
3118,2019,進階,生技醫療業,6.69,5.51,10902893.12,63737.0,20700.0,5820.0,263.66,284.79,0.318,0.496,0.85,0.92,4
3122,2019,笙泉,半導體業,-8.57,-4.45,-548618.4,-83427.0,3858.0,4641.0,371.52,474.25,0.28,0.592,0.79,0.74,2
3128,2019,昇銳,光電業,3.34,1.88,4038337.2899999996,41081.0,145625.0,85975.0,215.29,231.08,0.229,0.314,0.92,0.87,5
3131,2019,弘塑,其他電子業,7.06,6.89,33458033.88,419563.0,452355.0,431822.0,159.42,148.98,0.459,0.628,0.42,0.37,6
3141,2019,晶宏,半導體業,5.66,13.15,8825728.0,139027.0,2393.0,6455.0,403.41,396.58,0.383,0.761,0.87,0.96,5
3144,2019,新揚科,電子零組件業,4.41,5.61,24438731.4,217412.0,510531.0,283234.0,157.36,147.01,0.153,0.285,0.81,0.82,4
3147,2019,大綜,資訊服務業,8.25,8.13,20352018.96,202259.0,9436.0,10334.0,155.73,166.7,0.125,0.161,2.28,2.44,5
3152,2019,璟德,通信網路業,17.07,20.05,84103252.14,994261.0,14061.0,10477.0,502.45,591.86,0.599,1.059,0.45,0.48,3
3162,2019,精確,電機機械,-7.58,-7.68,-2260358.4899999998,-105103.0,123075.0,383.0,110.04,165.89,0.051,0.133,0.93,0.81,2
3163,2019,波若威,通信網路業,5.74,3.23,36283650.06,176288.0,121673.0,58991.0,193.99,172.65,0.142,0.244,0.95,1.04,5
3169,2019,亞信,半導體業,14.31,12.94,21771345.119999997,212322.0,11589.0,12.0,772.69,737.1,0.488,0.63,0.7,0.67,6
3171,2019,新洲,貿易百貨,7.16,4.62,15839937.750000002,142741.0,233878.0,237040.0,167.76,147.79,0.251,0.4,0.95,0.98,6
3176,2019,基亞,生技醫療業,-17.16,-16.52,-55762168.15,-647418.0,1213078.0,992140.0,141.02,234.04,0.431,0.447,0.12,0.09,1
3178,2019,公準,電機機械,3.18,5.14,10174601.6,99835.0,685576.0,473853.0,94.71,80.9,0.232,0.41,0.51,0.59,4
3188,2019,鑫龍騰,建材營造,3.55,5.23,-59495413.36,279406.0,1390387.0,0.0,256.12,135.26,0.184,0.192,0.32,0.48,2
3191,2019,和進,電子零組件業,7.2,-7.57,-16967386.8,26057.0,180028.0,54.0,235.37,181.05,0.051,0.203,0.53,0.68,3
3202,2019,樺晟,電子零組件業,1.3,1.77,-538794.2,52199.0,34018.0,6129.0,182.25,130.85,0.15,0.159,1.06,1.11,2
3205,2019,佰研,生技醫療業,-14.05,-9.39,-10449759.75,-149356.0,28297.0,5610.0,550.83,778.7,0.159,0.261,0.51,0.42,1
3206,2019,志豐,電子零組件業,8.51,6.43,7782728.100000001,250070.0,83195.0,50798.0,159.0,160.91,0.208,0.245,1.65,1.45,5
3207,2019,耀勝,電子零組件業,1.32,-13.82,5330761.600000001,-3353.0,25981.0,42192.0,127.3,110.52,0.134,0.088,1.53,1.42,8
3211,2019,順達,電腦及週邊設備業,5.35,4.3,182441202.75,974996.0,4111016.0,3963568.0,186.02,180.31,0.083,0.115,1.04,1.08,5
3213,2019,茂訊,電腦及週邊設備業,13.46,9.11,35684910.9,309871.0,115695.0,96308.0,284.66,348.84,0.21,0.294,1.27,1.25,5
3217,2019,優群,電子零組件業,16.77,12.79,57206483.4,504925.0,57003.0,40027.0,227.87,224.52,0.405,0.575,0.84,0.76,6
3218,2019,大學光,生技醫療業,8.49,5.96,41919397.739999995,270050.0,426130.0,22801.0,232.19,274.38,0.563,0.772,0.6,0.58,5
3219,2019,倚強,半導體業,-39.76,-14.4,317625.92,-27243.0,21289.0,12142.0,208.06,343.72,0.689,0.189,0.68,2.47,3
3221,2019,台嘉碩,通信網路業,-1.1,1.46,30200209.080000002,-52450.0,182573.0,159886.0,200.65,183.15,0.175,0.338,0.75,0.72,4
3224,2019,三顧,電子通路業,-6.32,-5.52,-5728469.85,-150470.0,273074.0,10736.0,340.22,401.05,0.102,0.192,1.0,1.4,0
3226,2019,至寶電,電機機械,16.57,19.64,28932358.68,469440.0,2262.0,1073.0,262.48,253.6,0.243,0.36,1.18,1.19,4
3227,2019,原相,半導體業,9.84,10.91,158751728.96,705354.0,665634.0,427154.0,445.73,523.18,0.575,1.061,0.72,0.73,3
3228,2019,金麗科,半導體業,-8.27,9.44,294487.19999999995,-74343.0,11243.0,17259.0,260.45,359.16,0.704,2.296,0.42,0.68,3
3230,2019,錦明,光電業,-5.13,-12.59,-5884549.4399999995,-147063.0,108058.0,3232.0,165.29,166.86,0.091,-0.088,0.79,0.62,3
3232,2019,昱捷,電子通路業,1.51,3.36,20109990.75,13861.0,118645.0,5895.0,279.26,193.46,0.105,0.222,1.16,1.77,4
3234,2019,光環,通信網路業,-11.29,-5.07,34071124.98,-475603.0,329672.0,404280.0,82.14,96.91,0.075,0.278,0.55,0.64,3
3236,2019,千如,電子零組件業,2.04,6.72,23960448.82,118578.0,479107.0,569421.0,180.2,234.7,0.208,0.523,0.72,0.99,4
3252,2019,海灣,觀光事業,-0.22,3.8,28366319.73,-45528.0,1327146.0,1055197.0,114.17,171.42,0.602,1.377,0.08,0.29,2
3259,2019,鑫創,半導體業,-18.03,-2.83,3100837.7399999998,-240947.0,1299.0,1320.0,258.35,267.03,0.222,0.647,0.96,1.05,3
3260,2019,威剛,半導體業,2.51,-0.23,0.0,1083256.0,8596269.0,2927234.0,158.36,76.66,0.111,0.135,1.09,1.27,3
3264,2019,欣銓,半導體業,6.52,9.46,354184428.85,1416507.0,4130466.0,2832348.0,159.34,143.27,0.29,0.587,0.44,0.5,4
3265,2019,台星科,半導體業,9.5,5.88,101370167.34,187132.0,637915.0,664092.0,473.12,671.63,0.112,0.569,0.48,0.49,5
3268,2019,海德威,半導體業,-1.45,-1.36,852662.25,-11092.0,203533.0,205670.0,175.69,201.55,0.078,0.113,0.97,0.87,4
3272,2019,東碩,電腦及週邊設備業,2.82,3.06,12792468.959999999,87797.0,538787.0,446231.0,152.65,143.02,0.12,0.202,1.16,1.14,5
3276,2019,宇環,電子零組件業,-5.8,-1.83,-6749531.359999999,-259010.0,337071.0,596623.0,92.5,142.28,-0.187,0.174,0.34,0.73,1
3284,2019,太普高,其他,-2.5,0.6,298947.60000000003,-72313.0,184091.0,60408.0,249.22,250.42,0.124,0.169,0.7,0.76,2
3285,2019,微端,其他電子業,1.18,7.9,8753234.1,13721.0,54015.0,23328.0,350.99,239.11,0.158,0.512,1.03,1.19,4
3287,2019,廣寰科,電腦及週邊設備業,3.41,-2.38,4305298.26,25585.0,4924.0,2941.0,301.39,304.67,0.28,0.495,0.78,0.68,5
3288,2019,點晶,電子零組件業,1.61,1.46,2100196.8,2928.0,78091.0,0.0,234.78,0.0,0.513,0.967,0.39,0.75,5
3289,2019,宜特,其他電子業,-0.35,-2.55,73213717.31,-396937.0,1602172.0,3530045.0,99.58,83.46,0.145,0.314,0.28,0.33,5
3290,2019,東浦,電子零組件業,1.04,5.6,58104808.32,197432.0,52017.0,236376.0,146.92,166.74,0.216,0.311,0.8,0.84,4
3293,2019,鈊象,文化創意業,35.13,19.34,236861347.37,2461838.0,121153.0,111959.0,336.88,420.05,0.92,0.975,0.8,0.66,5
3294,2019,英濟,電子零組件業,0.96,0.15,29169014.21,-144223.0,641169.0,390875.0,168.77,183.34,0.112,0.178,0.99,1.0,4
3297,2019,杭特,光電業,-3.41,-2.35,-1700879.4900000002,-48104.0,10635.0,12081.0,186.48,221.51,0.166,0.474,0.24,0.28,1
3303,2019,岱稜,其他電子業,7.23,7.39,53183898.08,306566.0,402542.0,409701.0,172.15,192.6,0.272,0.389,0.84,0.85,4
3306,2019,鼎天,通信網路業,3.17,0.33,4157810.28,104040.0,10319.0,2566.0,279.32,331.62,0.209,0.278,0.87,0.75,5
3310,2019,佳穎,電子零組件業,7.57,7.52,35691379.74,-55933.0,83211.0,157619.0,158.8,166.48,0.114,1.132,0.6,0.88,5
3313,2019,斐成,電子零組件業,-1.34,-2.94,0.0,-40128.0,12059.0,2667.0,15154.84,2206.12,0.035,0.233,0.3,0.25,4
3317,2019,尼克森,半導體業,7.95,6.49,-18912991.94,315295.0,12986.0,8361.0,360.79,295.99,0.226,0.334,1.15,1.02,4
3322,2019,建舜電,電子零組件業,-2.62,15.49,15380887.05,-196451.0,277613.0,77026.0,183.27,198.93,0.149,0.248,1.1,1.2,2
3323,2019,加百裕,電腦及週邊設備業,2.87,4.11,55251719.92,90915.0,2872.0,2009.0,150.12,147.89,0.082,0.172,1.59,1.74,4
3324,2019,雙鴻,其他電子業,14.92,4.54,77668996.52,1362342.0,267633.0,0.0,147.57,124.28,0.205,0.15,1.54,1.4,7
3325,2019,旭品,電腦及週邊設備業,4.42,-1.18,29217590.97,56291.0,35600.0,56967.0,179.98,164.62,0.154,0.15,1.06,0.99,8
3332,2019,幸康,電子零組件業,5.73,8.06,27072404.4,159938.0,8576.0,13072.0,632.16,586.54,0.347,0.614,0.69,0.72,5
3339,2019,泰谷,光電業,-9.39,-0.97,4886946.61,-140119.0,1397.0,486771.0,61.45,211.93,-0.053,0.153,0.47,0.52,3
3354,2019,律勝,電子零組件業,2.41,5.02,8402531.69,57319.0,86171.0,4046.0,266.7,276.79,0.347,0.759,0.27,0.32,3
3360,2019,尚立,電子通路業,3.28,2.81,9643343.159999998,105838.0,50494.0,29766.0,120.08,117.86,0.023,0.028,3.48,3.38,6
3362,2019,先進光,光電業,-0.5,8.57,-8626917.47,-24562.0,203431.0,58614.0,221.53,268.29,0.237,0.539,0.63,0.61,1
3363,2019,上詮,通信網路業,4.59,9.43,28916667.16,377879.0,89467.0,369524.0,300.4,376.21,0.233,0.294,0.75,0.85,4
3372,2019,典範,半導體業,-2.24,-23.68,8955014.85,-122484.0,88566.0,4349.0,379.28,416.51,0.003,-0.09,0.56,0.61,4
3373,2019,熱映,其他電子業,3.6,1.8,7375205.0,33106.0,3565.0,11193.0,480.0,484.0,0.231,0.379,0.99,1.02,5
3374,2019,精材,半導體業,3.25,-17.89,95255418.47,-705641.0,1601603.0,2143338.0,171.53,183.54,-0.036,-0.126,0.72,0.64,7
3379,2019,彬台,電機機械,-6.2,-4.42,0.0,-110046.0,17816.0,14839.0,110.32,129.75,0.184,0.303,0.54,0.6,1
3388,2019,崇越電,電子零組件業,7.62,10.11,62234650.580000006,544948.0,168135.0,144863.0,367.0,318.0,0.171,0.37,1.51,1.78,4
3390,2019,旭軟,電子零組件業,-1.94,4.5,15152202.0,-12556.0,8134.0,1162.0,214.32,234.84,0.084,0.324,0.36,0.58,2
3402,2019,漢科,其他電子業,6.35,8.25,33934672.74,249551.0,99362.0,126530.0,171.57,165.94,0.182,0.392,0.96,1.16,5
3426,2019,台興,電機機械,6.17,10.94,9985946.85,94739.0,118315.0,114193.0,432.87,520.75,0.361,0.862,0.64,0.92,3
3434,2019,哲固,光電業,4.0,1.88,3608830.12,35407.0,20013.0,18588.0,178.43,163.59,0.175,0.219,1.36,1.41,5
3438,2019,類比科,半導體業,-0.29,-5.06,18362876.84,-30607.0,1244.0,965.0,437.25,315.58,0.295,0.351,0.65,0.58,5
3441,2019,聯一光,光電業,2.92,-2.23,5177277.58,126503.0,25532.0,17723.0,483.19,577.61,0.217,0.376,0.36,0.47,4
3444,2019,利機,電子通路業,10.29,6.76,-2130781.86,144953.0,28606.0,24683.0,172.45,233.74,0.294,0.432,0.78,0.94,2
3455,2019,由田,光電業,9.44,7.82,-27879872.5,794836.0,131244.0,74503.0,184.81,161.69,0.485,0.724,0.62,0.83,3
3465,2019,進泰電子,電子零組件業,-52.12,-28.22,-1897213.92,-32117.0,247.0,2339.0,1332.12,2970.51,-0.157,0.755,0.07,0.17,1
3466,2019,致振,通信網路業,3.49,-1.09,40025696.4,177861.0,17891.0,19501.0,224.02,176.86,0.183,0.177,1.03,1.11,7
3479,2019,安勤,電腦及週邊設備業,13.04,7.89,73777118.74000001,582083.0,220976.0,241485.0,213.71,258.16,0.269,0.362,1.59,1.48,6
3483,2019,力致,電腦及週邊設備業,4.74,1.6,50930765.84,112755.0,185681.0,138180.0,150.3,147.98,0.165,0.209,1.12,1.07,6
3484,2019,崧騰,電子零組件業,4.61,3.7,21025933.23,184189.0,412728.0,321017.0,172.03,168.03,0.206,0.335,1.15,1.08,6
3489,2019,森寶,建材營造,1.41,1.35,-9284264.34,59959.0,444969.0,1235204.0,201.34,333.75,0.153,0.269,0.27,0.22,4
3490,2019,單井,光電業,-1.65,-2.38,11587748.2,5184.0,187822.0,177006.0,251.99,386.76,0.244,0.709,0.21,0.28,3
3491,2019,昇達科,通信網路業,11.42,9.93,18610361.560000002,529632.0,40309.0,19715.0,301.24,297.87,0.39,0.531,0.62,0.66,5
3492,2019,長盛,電子零組件業,5.06,7.2,5615270.850000001,76540.0,16542.0,2819.0,207.94,210.91,0.282,0.47,0.87,0.89,3
3498,2019,陽程,其他電子業,-10.84,-1.07,-22114202.7,-493974.0,149829.0,154289.0,235.61,258.59,0.163,0.508,0.38,0.46,1
3499,2019,環天科,通信網路業,3.04,2.62,3283221.68,64406.0,37664.0,43943.0,158.14,157.56,0.287,0.359,0.63,0.55,7
3508,2019,位速,其他電子業,-12.64,-3.29,5882486.88,-470248.0,138817.0,56565.0,58.2,83.38,0.076,0.476,0.05,0.09,2
3511,2019,矽瑪,電子零組件業,13.88,5.86,33054264.919999998,217470.0,17719.0,300.0,254.56,158.49,0.38,0.357,1.24,1.28,6
3512,2019,皇龍,電子零組件業,0.72,-1.19,-108599798.53,94873.0,32475.0,26798.0,125.32,146.45,0.137,0.087,0.4,0.45,3
3516,2019,亞帝歐,光電業,0.27,-3.14,12313609.0,-15872.0,52152.0,12660.0,264.63,264.13,0.137,0.156,0.4,0.4,5
3520,2019,華盈,電子零組件業,3.3,0.95,-4128898.8,9123.0,83414.0,83936.0,233.7,195.94,0.165,0.214,1.09,1.15,4
